,role,skill,job_count,role_job_count,skill_demand_pct,requirement_level
5012,Data Engineer,apache spark,2,89,2.247191011235955,Rare
5013,Data Engineer,r,2,89,2.247191011235955,Rare
5014,Data Engineer,perl,2,89,2.247191011235955,Rare
5015,Data Engineer,excel,2,89,2.247191011235955,Rare
5016,Data Engineer,bash,2,89,2.247191011235955,Rare
5017,Data Engineer,critical thinking,2,89,2.247191011235955,Rare
5018,Data Engineer,rest api,2,89,2.247191011235955,Rare
5019,Data Engineer,sap,2,89,2.247191011235955,Rare
5020,Data Engineer,jenkins,2,89,2.247191011235955,Rare
5021,Data Engineer,windows,2,89,2.247191011235955,Rare
5022,Data Engineer,feature engineering,2,89,2.247191011235955,Rare
5023,Data Engineer,confluence,2,89,2.247191011235955,Rare
5024,Data Engineer,amazon web services,2,89,2.247191011235955,Rare
5025,Data Engineer,tensorflow,1,89,1.1235955056179776,Rare
5026,Data Engineer,opencv,1,89,1.1235955056179776,Rare
5027,Data Engineer,infrastructure as code,1,89,1.1235955056179776,Rare
5028,Data Engineer,grafana,1,89,1.1235955056179776,Rare
5029,Data Engineer,graphql,1,89,1.1235955056179776,Rare
5030,Data Engineer,less,1,89,1.1235955056179776,Rare
5031,Data Engineer,bigquery,1,89,1.1235955056179776,Rare
5032,Data Engineer,gitlab,1,89,1.1235955056179776,Rare
5033,Data Engineer,project planning,1,89,1.1235955056179776,Rare
5034,Data Engineer,bitbucket,1,89,1.1235955056179776,Rare
5035,Data Engineer,react,1,89,1.1235955056179776,Rare
5036,Data Engineer,html,1,89,1.1235955056179776,Rare
5037,Data Engineer,ansible,1,89,1.1235955056179776,Rare
5038,Data Engineer,data structures and algorithms,1,89,1.1235955056179776,Rare
5039,Data Engineer,redis,1,89,1.1235955056179776,Rare
5040,Data Engineer,numpy,1,89,1.1235955056179776,Rare
5041,Data Engineer,unity,1,89,1.1235955056179776,Rare
5042,Data Engineer,django,1,89,1.1235955056179776,Rare
5043,Data Engineer,design patterns,1,89,1.1235955056179776,Rare
5044,Data Engineer,encryption,1,89,1.1235955056179776,Rare
5045,Data Engineer,macos,1,89,1.1235955056179776,Rare
5046,Data Engineer,model deployment,1,89,1.1235955056179776,Rare
5047,Data Engineer,presto,1,89,1.1235955056179776,Rare
5269,Data Engineer II,python,7,7,100.0,Core
5270,Data Engineer II,sql,7,7,100.0,Core
5271,Data Engineer II,data pipelines,4,7,57.14285714285714,Core
5272,Data Engineer II,scala,3,7,42.857142857142854,Common
5273,Data Engineer II,java,3,7,42.857142857142854,Common
5274,Data Engineer II,communication,3,7,42.857142857142854,Common
5275,Data Engineer II,agile,3,7,42.857142857142854,Common
5276,Data Engineer II,leadership,3,7,42.857142857142854,Common
5277,Data Engineer II,hadoop,2,7,28.57142857142857,Common
5278,Data Engineer II,statistics,2,7,28.57142857142857,Common
5279,Data Engineer II,ci/cd,2,7,28.57142857142857,Common
5280,Data Engineer II,snowflake,2,7,28.57142857142857,Common
5281,Data Engineer II,kafka,2,7,28.57142857142857,Common
5282,Data Engineer II,kubernetes,2,7,28.57142857142857,Common
5283,Data Engineer II,hive,1,7,14.285714285714285,Supporting
5284,Data Engineer II,mentoring,1,7,14.285714285714285,Supporting
5285,Data Engineer II,tensorflow,1,7,14.285714285714285,Supporting
5286,Data Engineer II,cassandra,1,7,14.285714285714285,Supporting
5287,Data Engineer II,databricks,1,7,14.285714285714285,Supporting
5288,Data Engineer II,pytorch,1,7,14.285714285714285,Supporting
5289,Data Engineer II,etl,1,7,14.285714285714285,Supporting
5290,Data Engineer II,mongodb,1,7,14.285714285714285,Supporting
5291,Data Engineer II,tableau,1,7,14.285714285714285,Supporting
5292,Data Engineer II,airflow,1,7,14.285714285714285,Supporting
5293,Data Engineer II,jenkins,1,7,14.285714285714285,Supporting
5294,Data Engineer II,git,1,7,14.285714285714285,Supporting
5295,Data Engineer II,gitlab,1,7,14.285714285714285,Supporting
5296,Data Engineer II,jira,1,7,14.285714285714285,Supporting
5297,Data Engineer II,r,1,7,14.285714285714285,Supporting
5298,Data Engineer II,github,1,7,14.285714285714285,Supporting
5299,Data Engineer II,bigquery,1,7,14.285714285714285,Supporting
5300,Data Engineer II,dbt,1,7,14.285714285714285,Supporting
5301,Data Engineer II,flink,1,7,14.285714285714285,Supporting
5302,Data Engineer II,ruby,1,7,14.285714285714285,Supporting
5303,Data Engineer II,go,1,7,14.285714285714285,Supporting
5304,Data Engineer II,excel,1,7,14.285714285714285,Supporting
5305,Data Engineer II,oracle,1,7,14.285714285714285,Supporting
5306,Data Engineer II,infrastructure as code,1,7,14.285714285714285,Supporting
5307,Data Engineer II,decision making,1,7,14.285714285714285,Supporting
5955,Data Scientist,python,49,56,87.5,Core
5956,Data Scientist,machine learning,42,56,75.0,Core
5957,Data Scientist,sql,38,56,67.85714285714286,Core
5958,Data Scientist,statistics,34,56,60.71428571428571,Core
5959,Data Scientist,communication,30,56,53.57142857142857,Core
5960,Data Scientist,r,30,56,53.57142857142857,Core
5961,Data Scientist,data visualization,19,56,33.92857142857143,Common
5962,Data Scientist,collaboration,14,56,25.0,Common
5963,Data Scientist,tableau,14,56,25.0,Common
5964,Data Scientist,artificial intelligence,11,56,19.642857142857142,Supporting
5965,Data Scientist,hadoop,11,56,19.642857142857142,Supporting
5966,Data Scientist,pytorch,9,56,16.071428571428573,Supporting
5967,Data Scientist,deep learning,9,56,16.071428571428573,Supporting
5968,Data Scientist,leadership,9,56,16.071428571428573,Supporting
5969,Data Scientist,scala,7,56,12.5,Supporting
5970,Data Scientist,scikit-learn,7,56,12.5,Supporting
5971,Data Scientist,data pipelines,7,56,12.5,Supporting
5972,Data Scientist,pandas,6,56,10.714285714285714,Supporting
5973,Data Scientist,agile,6,56,10.714285714285714,Supporting
5974,Data Scientist,power bi,6,56,10.714285714285714,Supporting
5975,Data Scientist,natural language processing,6,56,10.714285714285714,Supporting
5976,Data Scientist,git,5,56,8.928571428571429,Supporting
5977,Data Scientist,etl,5,56,8.928571428571429,Supporting
5978,Data Scientist,mentoring,5,56,8.928571428571429,Supporting
5979,Data Scientist,numpy,5,56,8.928571428571429,Supporting
5980,Data Scientist,linux,5,56,8.928571428571429,Supporting
5981,Data Scientist,tensorflow,5,56,8.928571428571429,Supporting
5982,Data Scientist,problem solving,5,56,8.928571428571429,Supporting
5983,Data Scientist,c,4,56,7.142857142857142,Supporting
5984,Data Scientist,excel,4,56,7.142857142857142,Supporting
5985,Data Scientist,decision making,4,56,7.142857142857142,Supporting
5986,Data Scientist,docker,4,56,7.142857142857142,Supporting
5987,Data Scientist,feature engineering,4,56,7.142857142857142,Supporting
5988,Data Scientist,java,3,56,5.357142857142857,Supporting
5989,Data Scientist,bigquery,3,56,5.357142857142857,Supporting
5990,Data Scientist,cassandra,3,56,5.357142857142857,Supporting
5991,Data Scientist,oracle,3,56,5.357142857142857,Supporting
5992,Data Scientist,hive,3,56,5.357142857142857,Supporting
5993,Data Scientist,mlops,3,56,5.357142857142857,Supporting
5994,Data Scientist,keras,3,56,5.357142857142857,Supporting
5995,Data Scientist,less,3,56,5.357142857142857,Supporting
5996,Data Scientist,mysql,3,56,5.357142857142857,Supporting
5997,Data Scientist,kubernetes,3,56,5.357142857142857,Supporting
5998,Data Scientist,risk management,2,56,3.571428571428571,Rare
5999,Data Scientist,dbt,2,56,3.571428571428571,Rare
6000,Data Scientist,javascript,2,56,3.571428571428571,Rare
6001,Data Scientist,google cloud platform,2,56,3.571428571428571,Rare
6002,Data Scientist,mongodb,2,56,3.571428571428571,Rare
6003,Data Scientist,airflow,2,56,3.571428571428571,Rare
6004,Data Scientist,spacy,2,56,3.571428571428571,Rare
6005,Data Scientist,iot,2,56,3.571428571428571,Rare
6006,Data Scientist,critical thinking,2,56,3.571428571428571,Rare
6007,Data Scientist,seaborn,2,56,3.571428571428571,Rare
6008,Data Scientist,databricks,2,56,3.571428571428571,Rare
6009,Data Scientist,matplotlib,2,56,3.571428571428571,Rare
6010,Data Scientist,ci/cd,2,56,3.571428571428571,Rare
6011,Data Scientist,presentation skills,2,56,3.571428571428571,Rare
6012,Data Scientist,reinforcement learning,1,56,1.7857142857142856,Rare
6013,Data Scientist,system design,1,56,1.7857142857142856,Rare
6014,Data Scientist,kafka,1,56,1.7857142857142856,Rare
6015,Data Scientist,react,1,56,1.7857142857142856,Rare
6016,Data Scientist,xgboost,1,56,1.7857142857142856,Rare
6017,Data Scientist,postgresql,1,56,1.7857142857142856,Rare
6018,Data Scientist,next.js,1,56,1.7857142857142856,Rare
6019,Data Scientist,graphql,1,56,1.7857142857142856,Rare
6020,Data Scientist,julia,1,56,1.7857142857142856,Rare
6021,Data Scientist,scrum,1,56,1.7857142857142856,Rare
6022,Data Scientist,teamwork,1,56,1.7857142857142856,Rare
6023,Data Scientist,html,1,56,1.7857142857142856,Rare
6024,Data Scientist,data warehousing,1,56,1.7857142857142856,Rare
6025,Data Scientist,computer vision,1,56,1.7857142857142856,Rare
6026,Data Scientist,assembly,1,56,1.7857142857142856,Rare
6027,Data Scientist,bash,1,56,1.7857142857142856,Rare
6028,Data Scientist,unix,1,56,1.7857142857142856,Rare
6029,Data Scientist,perl,1,56,1.7857142857142856,Rare
6030,Data Scientist,shell scripting,1,56,1.7857142857142856,Rare
6031,Data Scientist,design patterns,1,56,1.7857142857142856,Rare
6032,Data Scientist,snowflake,1,56,1.7857142857142856,Rare
6033,Data Scientist,photoshop,1,56,1.7857142857142856,Rare
6034,Data Scientist,matlab,1,56,1.7857142857142856,Rare
6035,Data Scientist,go,1,56,1.7857142857142856,Rare
6036,Data Scientist,model deployment,1,56,1.7857142857142856,Rare
6300,Data Scientist Lead – Telematics (Remote),mentoring,6,6,100.0,Core
6301,Data Scientist Lead – Telematics (Remote),python,6,6,100.0,Core
6302,Data Scientist Lead – Telematics (Remote),iot,6,6,100.0,Core
6303,Data Scientist Lead – Telematics (Remote),statistics,6,6,100.0,Core
6304,Data Scientist Lead – Telematics (Remote),c,6,6,100.0,Core
6305,Data Scientist Lead – Telematics (Remote),collaboration,6,6,100.0,Core
6306,Data Scientist Lead – Telematics (Remote),sql,6,6,100.0,Core
6307,Data Scientist Lead – Telematics (Remote),r,6,6,100.0,Core
6308,Data Scientist Lead – Telematics (Remote),machine learning,6,6,100.0,Core
6309,Data Scientist Lead – Telematics (Remote),risk management,6,6,100.0,Core
6481,Database Developer,sql,8,8,100.0,Core
6482,Database Developer,collaboration,5,8,62.5,Core
6483,Database Developer,agile,5,8,62.5,Core
6484,Database Developer,communication,5,8,62.5,Core
6485,Database Developer,oracle,4,8,50.0,Core
6486,Database Developer,c,3,8,37.5,Common
6487,Database Developer,etl,3,8,37.5,Common
6488,Database Developer,microsoft sql server,3,8,37.5,Common
6489,Database Developer,mongodb,2,8,25.0,Common
6490,Database Developer,data warehousing,2,8,25.0,Common
6491,Database Developer,powershell,2,8,25.0,Common
6492,Database Developer,scrum,2,8,25.0,Common
6493,Database Developer,jira,2,8,25.0,Common
6494,Database Developer,confluence,2,8,25.0,Common
6495,Database Developer,python,1,8,12.5,Supporting
6496,Database Developer,cassandra,1,8,12.5,Supporting
6497,Database Developer,gitlab,1,8,12.5,Supporting
6498,Database Developer,mlops,1,8,12.5,Supporting
6499,Database Developer,apache,1,8,12.5,Supporting
6500,Database Developer,react,1,8,12.5,Supporting
6501,Database Developer,docker,1,8,12.5,Supporting
6502,Database Developer,neo4j,1,8,12.5,Supporting
6503,Database Developer,mariadb,1,8,12.5,Supporting
6504,Database Developer,kubernetes,1,8,12.5,Supporting
6505,Database Developer,hadoop,1,8,12.5,Supporting
6506,Database Developer,databricks,1,8,12.5,Supporting
6507,Database Developer,encryption,1,8,12.5,Supporting
6508,Database Developer,snowflake,1,8,12.5,Supporting
6509,Database Developer,windows,1,8,12.5,Supporting
6510,Database Developer,kanban,1,8,12.5,Supporting
6511,Database Developer,system design,1,8,12.5,Supporting
6512,Database Developer,bitbucket,1,8,12.5,Supporting
6513,Database Developer,teamwork,1,8,12.5,Supporting
6691,DevOps Engineer,ci/cd,29,55,52.72727272727272,Core
6692,DevOps Engineer,python,27,55,49.09090909090909,Common
6693,DevOps Engineer,kubernetes,25,55,45.45454545454545,Common
6694,DevOps Engineer,terraform,23,55,41.81818181818181,Common
6695,DevOps Engineer,docker,22,55,40.0,Common
6696,DevOps Engineer,linux,20,55,36.36363636363637,Common
6697,DevOps Engineer,communication,20,55,36.36363636363637,Common
6698,DevOps Engineer,jenkins,18,55,32.72727272727273,Common
6699,DevOps Engineer,infrastructure as code,17,55,30.909090909090907,Common
6700,DevOps Engineer,ansible,15,55,27.27272727272727,Common
6701,DevOps Engineer,powershell,12,55,21.818181818181817,Common
6702,DevOps Engineer,collaboration,12,55,21.818181818181817,Common
6703,DevOps Engineer,git,11,55,20.0,Common
6704,DevOps Engineer,java,11,55,20.0,Common
6705,DevOps Engineer,bash,11,55,20.0,Common
6706,DevOps Engineer,windows,10,55,18.181818181818183,Supporting
6707,DevOps Engineer,gitlab,9,55,16.363636363636363,Supporting
6708,DevOps Engineer,agile,8,55,14.545454545454545,Supporting
6709,DevOps Engineer,github,8,55,14.545454545454545,Supporting
6710,DevOps Engineer,chef,7,55,12.727272727272727,Supporting
6711,DevOps Engineer,sql,7,55,12.727272727272727,Supporting
6712,DevOps Engineer,prometheus,6,55,10.909090909090908,Supporting
6713,DevOps Engineer,leadership,6,55,10.909090909090908,Supporting
6714,DevOps Engineer,puppet,6,55,10.909090909090908,Supporting
6715,DevOps Engineer,javascript,5,55,9.090909090909092,Supporting
6716,DevOps Engineer,node.js,5,55,9.090909090909092,Supporting
6717,DevOps Engineer,bitbucket,5,55,9.090909090909092,Supporting
6718,DevOps Engineer,shell scripting,5,55,9.090909090909092,Supporting
6719,DevOps Engineer,php,5,55,9.090909090909092,Supporting
6720,DevOps Engineer,problem solving,5,55,9.090909090909092,Supporting
6721,DevOps Engineer,perl,5,55,9.090909090909092,Supporting
6722,DevOps Engineer,ruby,4,55,7.2727272727272725,Supporting
6723,DevOps Engineer,unix,4,55,7.2727272727272725,Supporting
6724,DevOps Engineer,kafka,4,55,7.2727272727272725,Supporting
6725,DevOps Engineer,dns,4,55,7.2727272727272725,Supporting
6726,DevOps Engineer,c,4,55,7.2727272727272725,Supporting
6727,DevOps Engineer,scrum,3,55,5.454545454545454,Supporting
6728,DevOps Engineer,github actions,3,55,5.454545454545454,Supporting
6729,DevOps Engineer,grafana,3,55,5.454545454545454,Supporting
6730,DevOps Engineer,angular,2,55,3.6363636363636362,Rare
6731,DevOps Engineer,microsoft azure,2,55,3.6363636363636362,Rare
6732,DevOps Engineer,gitlab ci/cd,2,55,3.6363636363636362,Rare
6733,DevOps Engineer,r,2,55,3.6363636363636362,Rare
6734,DevOps Engineer,unit testing,2,55,3.6363636363636362,Rare
6735,DevOps Engineer,dynamodb,2,55,3.6363636363636362,Rare
6736,DevOps Engineer,load balancing,2,55,3.6363636363636362,Rare
6737,DevOps Engineer,mongodb,2,55,3.6363636363636362,Rare
6738,DevOps Engineer,firewalls,2,55,3.6363636363636362,Rare
6739,DevOps Engineer,microsoft sql server,2,55,3.6363636363636362,Rare
6740,DevOps Engineer,encryption,2,55,3.6363636363636362,Rare
6741,DevOps Engineer,system design,2,55,3.6363636363636362,Rare
6742,DevOps Engineer,apache,2,55,3.6363636363636362,Rare
6743,DevOps Engineer,teamwork,2,55,3.6363636363636362,Rare
6744,DevOps Engineer,time management,2,55,3.6363636363636362,Rare
6745,DevOps Engineer,go,2,55,3.6363636363636362,Rare
6746,DevOps Engineer,critical thinking,2,55,3.6363636363636362,Rare
6747,DevOps Engineer,tcp/ip,2,55,3.6363636363636362,Rare
6748,DevOps Engineer,typescript,1,55,1.8181818181818181,Rare
6749,DevOps Engineer,red hat,1,55,1.8181818181818181,Rare
6750,DevOps Engineer,machine learning,1,55,1.8181818181818181,Rare
6751,DevOps Engineer,confluence,1,55,1.8181818181818181,Rare
6752,DevOps Engineer,rest api,1,55,1.8181818181818181,Rare
6753,DevOps Engineer,flask,1,55,1.8181818181818181,Rare
6754,DevOps Engineer,looker,1,55,1.8181818181818181,Rare
6755,DevOps Engineer,html,1,55,1.8181818181818181,Rare
6756,DevOps Engineer,soap,1,55,1.8181818181818181,Rare
6757,DevOps Engineer,mentoring,1,55,1.8181818181818181,Rare
6758,DevOps Engineer,oracle,1,55,1.8181818181818181,Rare
6759,DevOps Engineer,nginx,1,55,1.8181818181818181,Rare
6760,DevOps Engineer,mysql,1,55,1.8181818181818181,Rare
6761,DevOps Engineer,jira,1,55,1.8181818181818181,Rare
6762,DevOps Engineer,risk management,1,55,1.8181818181818181,Rare
6763,DevOps Engineer,test-driven development,1,55,1.8181818181818181,Rare
6764,DevOps Engineer,rust,1,55,1.8181818181818181,Rare
6765,DevOps Engineer,less,1,55,1.8181818181818181,Rare
6766,DevOps Engineer,amazon web services,1,55,1.8181818181818181,Rare
6767,DevOps Engineer,postgresql,1,55,1.8181818181818181,Rare
6768,DevOps Engineer,data structures and algorithms,1,55,1.8181818181818181,Rare
6769,DevOps Engineer,artificial intelligence,1,55,1.8181818181818181,Rare
6770,DevOps Engineer,databricks,1,55,1.8181818181818181,Rare
6771,DevOps Engineer,power bi,1,55,1.8181818181818181,Rare
6772,DevOps Engineer,redis,1,55,1.8181818181818181,Rare
6773,DevOps Engineer,data visualization,1,55,1.8181818181818181,Rare
6774,DevOps Engineer,etl,1,55,1.8181818181818181,Rare
6775,DevOps Engineer,elasticsearch,1,55,1.8181818181818181,Rare
6776,DevOps Engineer,c#,1,55,1.8181818181818181,Rare
7530,Embedded Software Engineer,c,29,32,90.625,Core
7531,Embedded Software Engineer,linux,15,32,46.875,Common
7532,Embedded Software Engineer,communication,11,32,34.375,Common
7533,Embedded Software Engineer,embedded c,8,32,25.0,Common
7534,Embedded Software Engineer,python,6,32,18.75,Supporting
7535,Embedded Software Engineer,collaboration,6,32,18.75,Supporting
7536,Embedded Software Engineer,git,5,32,15.625,Supporting
7537,Embedded Software Engineer,rtos,5,32,15.625,Supporting
7538,Embedded Software Engineer,c++,5,32,15.625,Supporting
7539,Embedded Software Engineer,problem solving,3,32,9.375,Supporting
7540,Embedded Software Engineer,r,3,32,9.375,Supporting
7541,Embedded Software Engineer,tcp/ip,3,32,9.375,Supporting
7542,Embedded Software Engineer,microcontrollers,3,32,9.375,Supporting
7543,Embedded Software Engineer,encryption,2,32,6.25,Supporting
7544,Embedded Software Engineer,java,2,32,6.25,Supporting
7545,Embedded Software Engineer,agile,2,32,6.25,Supporting
7546,Embedded Software Engineer,scrum,2,32,6.25,Supporting
7547,Embedded Software Engineer,matlab,2,32,6.25,Supporting
7548,Embedded Software Engineer,dns,2,32,6.25,Supporting
7549,Embedded Software Engineer,http/https,1,32,3.125,Rare
7550,Embedded Software Engineer,go,1,32,3.125,Rare
7551,Embedded Software Engineer,teamwork,1,32,3.125,Rare
7552,Embedded Software Engineer,product management,1,32,3.125,Rare
7553,Embedded Software Engineer,unit testing,1,32,3.125,Rare
7554,Embedded Software Engineer,mentoring,1,32,3.125,Rare
7555,Embedded Software Engineer,svn,1,32,3.125,Rare
7556,Embedded Software Engineer,adaptability,1,32,3.125,Rare
7557,Embedded Software Engineer,waterfall,1,32,3.125,Rare
7558,Embedded Software Engineer,bash,1,32,3.125,Rare
7559,Embedded Software Engineer,network security,1,32,3.125,Rare
7560,Embedded Software Engineer,shell scripting,1,32,3.125,Rare
7561,Embedded Software Engineer,rest api,1,32,3.125,Rare
7562,Embedded Software Engineer,ci/cd,1,32,3.125,Rare
7563,Embedded Software Engineer,less,1,32,3.125,Rare
7564,Embedded Software Engineer,jira,1,32,3.125,Rare
7565,Embedded Software Engineer,opengl,1,32,3.125,Rare
7566,Embedded Software Engineer,sql,1,32,3.125,Rare
7567,Embedded Software Engineer,windows,1,32,3.125,Rare
7568,Embedded Software Engineer,opencv,1,32,3.125,Rare
7569,Embedded Software Engineer,project planning,1,32,3.125,Rare
7570,Embedded Software Engineer,leadership,1,32,3.125,Rare
7571,Embedded Software Engineer,fpga,1,32,3.125,Rare
7572,Embedded Software Engineer,android development,1,32,3.125,Rare
7573,Embedded Software Engineer,javascript,1,32,3.125,Rare
7574,Embedded Software Engineer,ruby,1,32,3.125,Rare
7957,Financial Data Analyst,sql,4,5,80.0,Core
7958,Financial Data Analyst,power bi,4,5,80.0,Core
7959,Financial Data Analyst,excel,4,5,80.0,Core
7960,Financial Data Analyst,tableau,3,5,60.0,Core
7961,Financial Data Analyst,leadership,2,5,40.0,Common
7962,Financial Data Analyst,data visualization,2,5,40.0,Common
7963,Financial Data Analyst,critical thinking,1,5,20.0,Common
7964,Financial Data Analyst,visual basic,1,5,20.0,Common
7965,Financial Data Analyst,time management,1,5,20.0,Common
7966,Financial Data Analyst,communication,1,5,20.0,Common
7967,Financial Data Analyst,decision making,1,5,20.0,Common
7968,Financial Data Analyst,problem solving,1,5,20.0,Common
7969,Financial Data Analyst,collaboration,1,5,20.0,Common
7970,Financial Data Analyst,conflict resolution,1,5,20.0,Common
7989,Firmware Engineer,c,5,7,71.42857142857143,Core
7990,Firmware Engineer,communication,4,7,57.14285714285714,Core
7991,Firmware Engineer,embedded c,3,7,42.857142857142854,Common
7992,Firmware Engineer,python,2,7,28.57142857142857,Common
7993,Firmware Engineer,vhdl,2,7,28.57142857142857,Common
7994,Firmware Engineer,agile,2,7,28.57142857142857,Common
7995,Firmware Engineer,verilog,2,7,28.57142857142857,Common
7996,Firmware Engineer,git,2,7,28.57142857142857,Common
7997,Firmware Engineer,project planning,1,7,14.285714285714285,Supporting
7998,Firmware Engineer,c++,1,7,14.285714285714285,Supporting
7999,Firmware Engineer,bash,1,7,14.285714285714285,Supporting
8000,Firmware Engineer,rust,1,7,14.285714285714285,Supporting
8001,Firmware Engineer,iot,1,7,14.285714285714285,Supporting
8002,Firmware Engineer,critical thinking,1,7,14.285714285714285,Supporting
8003,Firmware Engineer,collaboration,1,7,14.285714285714285,Supporting
8004,Firmware Engineer,rtos,1,7,14.285714285714285,Supporting
8005,Firmware Engineer,lua,1,7,14.285714285714285,Supporting
8006,Firmware Engineer,macos,1,7,14.285714285714285,Supporting
8007,Firmware Engineer,teamwork,1,7,14.285714285714285,Supporting
8008,Firmware Engineer,r,1,7,14.285714285714285,Supporting
8009,Firmware Engineer,fpga,1,7,14.285714285714285,Supporting
8010,Firmware Engineer,matlab,1,7,14.285714285714285,Supporting
8011,Firmware Engineer,encryption,1,7,14.285714285714285,Supporting
8012,Firmware Engineer,tcp/ip,1,7,14.285714285714285,Supporting
8076,Flutter Developer,flutter,5,5,100.0,Core
8077,Flutter Developer,github,3,5,60.0,Core
8078,Flutter Developer,dart,3,5,60.0,Core
8079,Flutter Developer,javascript,1,5,20.0,Common
8080,Flutter Developer,c,1,5,20.0,Common
8081,Flutter Developer,react,1,5,20.0,Common
8082,Flutter Developer,angular,1,5,20.0,Common
8083,Flutter Developer,mysql,1,5,20.0,Common
8084,Flutter Developer,git,1,5,20.0,Common
8155,Front End Developer,html,4,5,80.0,Core
8156,Front End Developer,communication,3,5,60.0,Core
8157,Front End Developer,javascript,3,5,60.0,Core
8158,Front End Developer,css,3,5,60.0,Core
8159,Front End Developer,sql,2,5,40.0,Common
8160,Front End Developer,php,2,5,40.0,Common
8161,Front End Developer,excel,2,5,40.0,Common
8162,Front End Developer,angular,2,5,40.0,Common
8163,Front End Developer,collaboration,2,5,40.0,Common
8164,Front End Developer,typescript,1,5,20.0,Common
8165,Front End Developer,react,1,5,20.0,Common
8166,Front End Developer,agile,1,5,20.0,Common
8167,Front End Developer,python,1,5,20.0,Common
8168,Front End Developer,github,1,5,20.0,Common
8169,Front End Developer,unit testing,1,5,20.0,Common
8170,Front End Developer,problem solving,1,5,20.0,Common
8171,Front End Developer,jquery,1,5,20.0,Common
8172,Front End Developer,bootstrap,1,5,20.0,Common
8173,Front End Developer,node.js,1,5,20.0,Common
8174,Front End Developer,go,1,5,20.0,Common
8175,Front End Developer,microservices,1,5,20.0,Common
8176,Front End Developer,google cloud platform,1,5,20.0,Common
8177,Front End Developer,jenkins,1,5,20.0,Common
8178,Front End Developer,terraform,1,5,20.0,Common
8179,Front End Developer,git,1,5,20.0,Common
8180,Front End Developer,flask,1,5,20.0,Common
8181,Front End Developer,docker,1,5,20.0,Common
8182,Front End Developer,kubernetes,1,5,20.0,Common
8251,Frontend Developer,javascript,49,55,89.0909090909091,Core
8252,Frontend Developer,html,47,55,85.45454545454545,Core
8253,Frontend Developer,python,36,55,65.45454545454545,Core
8254,Frontend Developer,c,36,55,65.45454545454545,Core
8255,Frontend Developer,sql,36,55,65.45454545454545,Core
8256,Frontend Developer,css,14,55,25.454545454545453,Common
8257,Frontend Developer,communication,13,55,23.636363636363637,Common
8258,Frontend Developer,react,10,55,18.181818181818183,Supporting
8259,Frontend Developer,git,9,55,16.363636363636363,Supporting
8260,Frontend Developer,agile,8,55,14.545454545454545,Supporting
8261,Frontend Developer,angular,7,55,12.727272727272727,Supporting
8262,Frontend Developer,typescript,6,55,10.909090909090908,Supporting
8263,Frontend Developer,java,5,55,9.090909090909092,Supporting
8264,Frontend Developer,jira,4,55,7.2727272727272725,Supporting
8265,Frontend Developer,node.js,4,55,7.2727272727272725,Supporting
8266,Frontend Developer,unit testing,4,55,7.2727272727272725,Supporting
8267,Frontend Developer,redux,3,55,5.454545454545454,Supporting
8268,Frontend Developer,collaboration,3,55,5.454545454545454,Supporting
8269,Frontend Developer,teamwork,3,55,5.454545454545454,Supporting
8270,Frontend Developer,oracle,2,55,3.6363636363636362,Rare
8271,Frontend Developer,sass,2,55,3.6363636363636362,Rare
8272,Frontend Developer,scala,2,55,3.6363636363636362,Rare
8273,Frontend Developer,less,2,55,3.6363636363636362,Rare
8274,Frontend Developer,data structures and algorithms,2,55,3.6363636363636362,Rare
8275,Frontend Developer,hadoop,2,55,3.6363636363636362,Rare
8276,Frontend Developer,automation testing,2,55,3.6363636363636362,Rare
8277,Frontend Developer,ci/cd,2,55,3.6363636363636362,Rare
8278,Frontend Developer,kubernetes,2,55,3.6363636363636362,Rare
8279,Frontend Developer,webpack,2,55,3.6363636363636362,Rare
8280,Frontend Developer,php,2,55,3.6363636363636362,Rare
8281,Frontend Developer,bootstrap,2,55,3.6363636363636362,Rare
8282,Frontend Developer,go,2,55,3.6363636363636362,Rare
8283,Frontend Developer,jquery,2,55,3.6363636363636362,Rare
8284,Frontend Developer,docker,1,55,1.8181818181818181,Rare
8285,Frontend Developer,asp.net,1,55,1.8181818181818181,Rare
8286,Frontend Developer,laravel,1,55,1.8181818181818181,Rare
8287,Frontend Developer,time management,1,55,1.8181818181818181,Rare
8288,Frontend Developer,scrum,1,55,1.8181818181818181,Rare
8289,Frontend Developer,next.js,1,55,1.8181818181818181,Rare
8290,Frontend Developer,vue.js,1,55,1.8181818181818181,Rare
8291,Frontend Developer,manual testing,1,55,1.8181818181818181,Rare
8292,Frontend Developer,asana,1,55,1.8181818181818181,Rare
8293,Frontend Developer,slack,1,55,1.8181818181818181,Rare
8294,Frontend Developer,graphql,1,55,1.8181818181818181,Rare
8295,Frontend Developer,ui design,1,55,1.8181818181818181,Rare
8296,Frontend Developer,wireframing,1,55,1.8181818181818181,Rare
8297,Frontend Developer,r,1,55,1.8181818181818181,Rare
8298,Frontend Developer,data visualization,1,55,1.8181818181818181,Rare
8299,Frontend Developer,react native,1,55,1.8181818181818181,Rare
8300,Frontend Developer,kafka,1,55,1.8181818181818181,Rare
8301,Frontend Developer,prototyping,1,55,1.8181818181818181,Rare
8302,Frontend Developer,bitbucket,1,55,1.8181818181818181,Rare
8303,Frontend Developer,microsoft azure,1,55,1.8181818181818181,Rare
